metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotal;truePositivesText;trueNegativesText;falsePositivesText;falseNegativesText;numberOfCodePostsWithThisMetric;runtimeCodeTotal;truePositivesCode;trueNegativesCode;falsePositivesCode;falseNegativesCode
cosineFourGramNormalizedTermFrequency;0.8;665;822465395;4945;17403;38;500;699;877382979;4257;13544;44;173
optimalAlignment;0.5;699;8839705354;5420;18754;67;345;699;15662436668;4305;13544;44;125
threeGramDice;0.9;686;360901472;4773;18277;21;879;699;465488081;4083;13567;21;347
threeShingleOverlap;0.3;528;212738129;3547;9969;72;93;615;291103316;3495;10136;45;127
winnowingThreeGramOptimalAlignment;0.5;686;1027622061;5268;18243;55;384;699;3681251519;4287;13546;42;143
winnowingFiveGramOverlap;0.4;665;205628798;5316;17346;147;137;699;356530549;4339;13493;95;91
levenshtein;0.3;699;2807078691;5576;18721;100;189;699;8011918499;4344;13518;70;86
tokenDice;0.7;699;122489573;5310;18768;53;455;699;160246063;4200;13549;39;230
threeGramDiceNormalized;0.7;679;471383244;5224;17978;56;371;699;573283324;4294;13541;47;136
cosineThreeShingleNormalizedBool;0.4;539;507589564;3720;10694;66;125;667;658114102;3860;11086;47;97
twoGramJaccardNormalized;0.7;697;466809221;5261;18775;43;501;699;551982850;4251;13549;39;179
tokenOverlapNormalized;0.6;670;502109472;5380;17615;143;143;699;601942525;4323;13500;88;107
winnowingFourGramLongestCommonSubsequence;0.8;674;512479692;4667;17899;22;889;699;2251439736;4067;13566;22;363
cosineFiveGramNormalizedTermFrequency;0.3;658;842367141;5259;16990;109;121;697;920913608;4347;13482;80;75
threeGramOverlap;0.9;686;364899888;5343;18165;133;309;699;466827534;4240;13523;65;190
winnowingThreeGramLongestCommonSubsequence;0.8;686;739350789;4781;18276;22;871;699;3001633724;4088;13566;22;342
threeGramJaccardNormalized;0.4;679;529390281;5361;17962;72;234;699;610540365;4331;13530;58;99
winnowingThreeGramJaccardNormalized;0.5;679;362333517;5238;17976;58;357;699;480930164;4295;13540;48;135
threeGramJaccard;0.6;686;418807783;5222;18248;50;430;699;529638070;4278;13550;38;152
threeShingleJaccardNormalized;0.6;539;445500105;3399;10737;23;446;667;601075023;3694;11108;25;263
winnowingFiveGramJaccardNormalized;0.5;658;333945687;4956;17052;47;424;697;462587245;4259;13517;45;163
winnowingThreeGramJaccard;0.7;686;239204948;5010;18268;30;642;699;365430667;4207;13558;30;223
fiveGramDiceNormalized;0.5;658;481131369;5151;17031;68;229;697;597613700;4326;13508;54;96
fourGramDiceNormalized;0.9;665;468550404;4513;17425;16;932;699;581827695;4049;13565;23;381
manhattanThreeShingleNormalized;0.4;538;501939657;3698;10697;63;147;667;658884075;3849;11091;42;108
threeGramDiceNormalized;0.6;679;470773905;5335;17965;69;260;699;571091627;4326;13533;55;104
winnowingThreeGramOverlap;0.8;686;227452292;5403;18136;162;249;699;353195301;4310;13517;71;120
cosineThreeGramNormalizedBool;0.3;679;792983173;5516;17912;122;79;699;823152709;4359;13504;84;71
winnowingThreeGramOverlap;0.5;686;230483289;5483;18113;185;169;699;356419571;4347;13497;91;83
threeShingleDiceNormalized;0.6;538;432259924;3573;10720;40;272;667;588457394;3779;11095;38;178
winnowingThreeGramOverlapNormalized;0.3;679;354639824;5465;17863;171;130;699;472801378;4307;13468;120;123
winnowingTwoGramDiceNormalized;0.6;697;364993741;5523;18737;81;239;699;474248497;4344;13528;60;86
cosineTokenNormalizedTermFrequency;0.8;699;329280378;5303;18763;58;462;699;328485469;4216;13552;36;214
fourGramOverlapNormalizedPadding;0.3;665;484366381;5364;17301;140;81;699;606553223;4342;13488;100;88
manhattanThreeGramNormalized;0.6;679;768467137;5303;17969;65;292;699;799804649;4316;13539;49;114
winnowingFourGramDiceNormalized;0.3;665;329504922;5300;17339;102;145;699;462189775;4359;13521;67;71
cosineThreeGramNormalizedTermFrequency;0.3;679;786437810;5496;17905;129;99;699;821316743;4355;13501;87;75
winnowingTwoGramOptimalAlignment;0.9;699;1963628228;4585;18800;21;1180;699;5633985726;3927;13570;18;503
levenshteinNormalized;0.6;699;2872788334;5309;18769;52;456;699;6086638070;4265;13547;41;165
longestCommonSubsequence;0.3;699;5174585067;5563;18682;139;202;699;11674273243;4336;13509;79;94
damerauLevenshteinNormalized;0.9;699;11769734839;4668;18802;19;1097;699;18009052107;3978;13569;19;452
winnowingThreeGramDiceNormalized;0.7;679;346304572;5189;17988;46;406;699;467914094;4278;13545;43;152
fiveGramDiceNormalized;0.7;658;470153505;4938;17057;42;442;697;613500838;4250;13522;40;172
cosineTwoGramNormalizedNormalizedTermFrequency;0.4;697;641826085;5644;18663;155;118;699;689427853;4354;13496;92;76
twoShingleDice;0.3;596;228332027;4378;13580;82;154;651;283080749;3826;11361;48;107
winnowingFiveGramDiceNormalized;0.8;658;321193448;4710;17075;24;670;697;452807763;4153;13528;34;269
fourGramOverlapNormalized;0.5;665;472790660;5316;17295;146;129;699;590078282;4314;13486;102;116
threeShingleDice;0.9;527;209132707;2750;10035;6;890;615;288819846;3043;10174;7;579
cosineThreeGramNormalizedTermFrequency;0.9;679;781807896;4873;18012;22;722;699;811894708;4174;13550;38;256
winnowingTwoGramJaccardNormalized;0.5;697;377882005;5473;18747;71;289;699;487294373;4330;13534;54;100
damerauLevenshteinNormalized;0.6;699;11741537198;5308;18768;53;457;699;18089493903;4265;13547;41;165
twoGramJaccard;0.8;699;349493095;5051;18793;28;714;699;447607372;4175;13559;29;255
winnowingFiveGramLongestCommonSubsequenceNormalized;0.8;658;483740318;4476;17081;18;904;697;1254061329;4045;13539;23;377
winnowingThreeGramLongestCommonSubsequence;0.5;686;737278076;5283;18241;57;369;699;2999923794;4295;13540;48;135
winnowingFiveGramJaccardNormalized;0.9;658;330106741;4126;17086;13;1254;697;468535058;3872;13547;15;550
twoGramOverlap;0.4;699;319346126;5596;18600;221;169;699;424863045;4318;13461;127;112
threeShingleJaccardNormalized;0.3;538;446656800;3671;10701;59;174;667;598014747;3836;11092;41;121
winnowingFourGramOptimalAlignment;0.4;674;680333376;5271;17858;63;285;699;3073477422;4313;13538;50;117
fourGramOverlapNormalized;0.9;665;470307207;5097;17323;118;348;699;595839204;4190;13514;74;240
threeGramDice;0.3;686;366044706;5548;18178;120;104;699;474579266;4365;13508;80;65
twoGramOverlapNormalized;0.6;697;437017231;5585;18607;211;177;699;534068954;4324;13477;111;106
winnowingTwoGramDice;0.6;699;236297352;5547;18735;86;218;699;388966517;4347;13526;62;83
tokenOverlap;0.8;699;126881908;5420;18697;124;345;699;160682765;4206;13536;52;224
tokenJaccardNormalized;0.4;670;559840409;5283;17691;67;240;699;629373404;4326;13533;55;104
winnowingFourGramDice;0.6;674;211317485;5263;17853;68;293;699;354352787;4328;13540;48;102
twoGramJaccard;0.9;699;347464450;4736;18800;21;1029;699;446913794;4023;13569;19;407
winnowingFiveGramDice;0.6;665;202439512;5136;17430;63;317;699;349352952;4310;13540;48;120
cosineFiveGramNormalizedBool;0.3;658;852829617;5278;16989;110;102;697;988728047;4359;13491;71;63
cosineTokenNormalizedBool;0.8;699;329469561;5200;18780;41;565;699;325247865;4151;13559;29;279
cosineFourGramNormalizedBool;0.9;665;818572432;4528;17425;16;917;699;874292301;4052;13565;23;378
cosineThreeShingleNormalizedNormalizedTermFrequency;0.4;538;506124855;3720;10695;65;125;667;662340414;3859;11087;46;98
twoShingleDice;0.4;596;227860385;4334;13587;75;198;651;274686063;3802;11366;43;131
twoShingleOverlap;0.5;596;231694144;4397;13574;88;135;651;278688919;3799;11353;56;134
twoGramDiceNormalized;0.3;697;435810885;5635;18659;159;127;699;529652130;4344;13488;100;86
cosineTwoGramNormalizedBool;0.6;697;633915187;5596;18722;96;166;699;690303461;4348;13521;67;82
cosineFourGramNormalizedNormalizedTermFrequency;0.3;665;824239506;5357;17325;116;88;699;889110985;4361;13509;79;69
cosineTwoGramNormalizedNormalizedTermFrequency;0.9;697;631767186;5148;18782;36;614;699;679484260;4199;13550;38;231
winnowingFourGramLongestCommonSubsequenceNormalized;0.9;665;583352288;4270;17428;13;1175;699;1359234212;3924;13571;17;506
winnowingTwoGramLongestCommonSubsequence;0.3;699;1307262724;5569;18731;90;196;699;3785465827;4342;13522;66;88
fiveGramJaccard;0.3;665;451075972;5258;17408;85;195;699;573910059;4345;13527;61;85
winnowingFiveGramJaccardNormalized;0.8;658;330550430;4416;17082;17;964;697;464082731;4004;13540;22;418
fiveGramDiceNormalized;0.8;659;474502419;4758;17074;25;622;697;604168267;4175;13526;36;247
fourGramDiceNormalized;0.4;665;477818908;5287;17345;96;158;699;597557033;4353;13524;64;77
manhattanTwoShingleNormalized;0.8;617;554966040;4189;14463;28;562;692;666307307;4103;13465;28;283
threeGramJaccard;0.4;686;420645630;5427;18218;80;225;699;512513433;4340;13529;59;90
winnowingFiveGramJaccardNormalized;0.7;658;330713468;4638;17078;21;742;697;463324107;4114;13531;31;308
fiveGramJaccardNormalizedPadding;0.3;658;549328317;5179;17019;80;201;697;672420829;4330;13503;59;92
fourGramJaccardNormalizedPadding;0.3;665;541760593;5256;17352;89;189;699;653326661;4342;13528;60;88
levenshtein;0.9;699;2809243158;4651;18801;20;1114;699;7989232171;3942;13571;17;488
longestCommonSubsequenceNormalized;0.9;699;5285459195;4693;18802;19;1072;699;8266504262;3997;13570;18;433
fourGramDice;0.3;674;385703200;5437;17814;107;119;699;500531435;4369;13514;74;61
winnowingTwoGramOptimalAlignment;0.7;699;1983823666;5084;18788;33;681;699;5625098967;4178;13560;28;252
fourGramOverlapNormalizedPadding;0.6;665;490391184;5324;17325;116;121;699;601451788;4346;13516;72;84
winnowingThreeGramOverlapNormalized;0.6;679;348884300;5428;17889;145;167;699;471020355;4307;13495;93;123
manhattanThreeShingleNormalized;0.3;538;506423564;3728;10693;67;117;668;652562488;3873;11087;46;84
cosineFiveGramNormalizedNormalizedTermFrequency;0.6;658;849434947;5111;17034;65;269;697;922116018;4314;13509;53;108
cosineTokenNormalizedBool;0.4;699;330669870;5631;18707;114;134;699;328594835;4357;13528;60;73
cosineFiveGramNormalizedBool;0.8;658;842311776;4791;17072;27;589;697;916165284;4183;13525;37;239
cosineTwoShingleNormalizedTermFrequency;0.6;616;560461645;4500;14430;61;251;692;678273865;4245;13443;50;141
threeGramJaccardNormalizedPadding;0.3;679;530400486;5427;17939;95;168;699;623265671;4346;13521;67;84
winnowingTwoGramLongestCommonSubsequenceNormalized;0.4;697;1168876868;5488;18744;74;274;699;3020136050;4333;13535;53;97
winnowingFourGramJaccard;0.6;674;224773604;5063;17880;41;493;699;362040728;4251;13551;37;179
winnowingFourGramOptimalAlignmentNormalized;0.3;665;730741633;5219;17369;72;226;699;1844084451;4320;13533;55;110
winnowingTwoGramLongestCommonSubsequenceNormalized;0.6;697;1166792650;5279;18772;46;483;699;3042627708;4267;13551;37;163
twoGramDiceNormalizedPadding;0.7;697;435209735;5465;18745;73;297;699;530667324;4328;13536;52;102
fourGramJaccard;0.6;674;443466932;5075;17880;41;481;699;547565928;4258;13550;38;172
cosineThreeGramNormalizedBool;0.5;679;787657495;5446;17937;97;149;699;813982316;4348;13523;65;82
winnowingFiveGramOptimalAlignment;0.9;665;516413806;4275;17478;15;1178;699;3044871297;3889;13574;14;541
winnowingFourGramOverlap;0.4;674;215028273;5413;17750;171;143;699;354144558;4338;13491;97;92
fourGramJaccardNormalized;0.3;665;526970765;5260;17356;85;185;699;634640835;4344;13529;59;86
manhattanThreeShingleNormalized;0.7;538;499035980;3464;10729;31;381;667;654708714;3732;11107;26;225
winnowingThreeGramOverlap;0.7;686;227508734;5446;18139;159;206;699;352145503;4335;13513;75;95
cosineThreeShingleNormalizedTermFrequency;0.7;538;503752606;3500;10724;36;345;667;687943428;3750;11100;33;207
threeShingleJaccardNormalized;0.9;538;442544490;2802;10758;2;1043;667;595041177;3371;11123;10;586
fiveGramOverlapNormalized;0.9;658;474117678;5003;16985;114;377;697;600184576;4154;13489;73;268
fiveGramJaccard;0.8;665;453685758;4524;17478;15;929;699;571443960;4045;13565;23;385
