metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
fiveGramJaccardNormalized;0.7;658;811372.1534954407;7.130699088145897;25.955927051671733;0.030395136778115502;1.0455927051671732;697;933257.8292682926;5.952654232424678;19.410329985652798;0.047345767575322814;0.3916786226685796
tokenOverlap;0.3;699;182856.2417739628;8.054363376251787;26.698140200286122;0.22746781115879827;0.19313304721030042;699;238919.49785407726;6.2117310443490705;19.313304721030043;0.12589413447782546;0.12589413447782546
winnowingTwoGramOptimalAlignmentNormalized;0.9;697;2400121.104734577;6.602582496413199;26.971305595408896;0.027259684361549498;1.6642754662840746;699;5034650.480686695;5.642346208869814;19.413447782546495;0.02575107296137339;0.6952789699570815
fourGramJaccardNormalizedPadding;0.4;665;820933.6451127819;7.769924812030075;26.121804511278196;0.10526315789473684;0.4180451127819549;699;926452.731044349;6.190271816881259;19.36480686695279;0.07439198855507868;0.1473533619456366
fourGramDiceNormalized;0.3;665;711456.332330827;8.009022556390978;26.06766917293233;0.1593984962406015;0.17894736842105263;699;844679.2589413448;6.246065808297568;19.340486409155936;0.09871244635193133;0.09155937052932761
twoGramJaccardNormalizedPadding;0.3;697;682635.0430416069;8.067431850789097;26.81922525107604;0.1793400286944046;0.1994261119081779;699;803184.782546495;6.223175965665236;19.32331902718169;0.11587982832618025;0.11444921316165951
tokenDiceNormalized;0.4;670;749252.2;8.026865671641792;26.361194029850747;0.14328358208955225;0.21641791044776118;699;837310.2489270386;6.228898426323319;19.34334763948498;0.09585121602288985;0.10872675250357654
cosineTwoShingleNormalizedNormalizedTermFrequency;0.9;617;920733.188006483;6.280388978930308;23.46515397082658;0.02106969205834684;1.4197730956239871;692;972601.6820809249;5.715317919075145;19.471098265895954;0.02745664739884393;0.6228323699421965
winnowingFiveGramLongestCommonSubsequence;0.7;665;598496.4992481204;7.162406015037594;26.263157894736842;0.042105263157894736;1.037593984962406;699;2465938.6981402;5.9599427753934195;19.40057224606581;0.03862660944206009;0.3776824034334764
twoGramDice;0.9;699;442315.0743919886;7.1587982832618025;26.888412017167383;0.03719599427753934;1.0886981402002862;699;592446.2103004291;5.945636623748212;19.40057224606581;0.03862660944206009;0.39198855507868385
twoGramJaccard;0.4;699;501220.82117310446;7.988555078683834;26.773962804005723;0.15164520743919885;0.25894134477825465;699;649237.1101573677;6.223175965665236;19.340486409155936;0.09871244635193133;0.11444921316165951
threeGramOverlapNormalized;0.8;679;695276.4432989691;7.916053019145803;26.346097201767304;0.21354933726067746;0.3240058910162003;699;819904.2417739629;6.1373390557939915;19.319027181688124;0.12017167381974249;0.20028612303290416
winnowingFourGramOverlapNormalized;0.8;665;496594.407518797;7.784962406015038;26.04812030075188;0.17894736842105263;0.4030075187969925;699;715850.7582260371;6.094420600858369;19.32331902718169;0.11587982832618025;0.24320457796852646
winnowingTwoGramDice;0.8;699;339117.98712446354;7.562231759656652;26.856938483547925;0.06866952789699571;0.6852646638054364;699;504480.5407725322;6.124463519313305;19.380543633762517;0.058655221745350504;0.21316165951359084
threeGramJaccardNormalized;0.9;679;793535.6627393225;6.564064801178203;26.540500736377027;0.01914580265095729;1.6759941089837997;699;870032.3032904149;5.646638054363376;19.414878397711014;0.024320457796852647;0.6909871244635193
twoGramOverlap;0.5;699;457987.24320457794;8.007153075822604;26.622317596566525;0.3032904148783977;0.24034334763948498;699;603419.3004291846;6.19170243204578;19.277539341917024;0.16165951359084407;0.1459227467811159
winnowingFourGramDice;0.4;674;314889.1038575668;7.997032640949555;26.44658753709199;0.142433234421365;0.24629080118694363;699;507904.1688125894;6.240343347639485;19.339055793991417;0.10014306151645208;0.09728183118741059
manhattanTokenNormalized;0.4;699;475549.77682403434;7.998569384835479;26.778254649499285;0.1473533619456366;0.24892703862660945;699;469255.6881258941;6.216022889842632;19.359084406294706;0.08011444921316166;0.12160228898426323
fourGramJaccard;0.4;674;663015.9287833828;7.864985163204747;26.48813056379822;0.10089020771513353;0.37833827893175076;699;786560.7668097282;6.2031473533619454;19.363376251788267;0.07582260371959942;0.13447782546494993
threeGramDiceNormalizedPadding;0.5;679;708458.8792341679;7.955817378497791;26.4300441826215;0.12960235640648013;0.28424153166421207;699;832907.017167382;6.2117310443490705;19.349070100143063;0.09012875536480687;0.12589413447782546
threeGramJaccardNormalizedPadding;0.4;679;785388.7319587629;7.888070692194404;26.45066273932253;0.10898379970544919;0.35198821796759944;699;891398.1072961374;6.197424892703863;19.357653791130186;0.0815450643776824;0.1402002861230329
damerauLevenshtein;0.6;699;1.6817386474964235E7;7.587982832618025;26.851216022889844;0.07439198855507868;0.6595135908440629;699;3.0268609347639486E7;6.103004291845494;19.38769670958512;0.05150214592274678;0.23462088698140202
fiveGramDice;0.9;665;571996.1157894736;6.724812030075188;26.282706766917293;0.022556390977443608;1.475187969924812;699;728232.1545064377;5.752503576537912;19.409155937052933;0.030042918454935622;0.5851216022889842
winnowingTwoGramOptimalAlignment;0.8;699;2815520.610872675;6.938483547925608;26.888412017167383;0.03719599427753934;1.3090128755364807;699;8096004.402002861;5.829756795422031;19.40772532188841;0.031473533619456366;0.5078683834048641
twoShingleOverlap;0.6;596;390097.29697986576;7.300335570469799;22.786912751677853;0.13590604026845637;0.3036912751677852;651;431891.55913978495;5.783410138248848;17.451612903225808;0.07373271889400922;0.25806451612903225
winnowingTwoGramLongestCommonSubsequence;0.6;699;1875406.1959942775;7.55793991416309;26.856938483547925;0.06866952789699571;0.6895565092989986;699;5422920.244635193;6.0929899856938485;19.386266094420602;0.05293276108726753;0.2446351931330472
manhattanTwoGramNormalized;0.8;697;885206.668579627;7.407460545193687;26.951219512195124;0.047345767575322814;0.8593974175035868;699;953659.7052932761;6.050071530758226;19.390557939914164;0.04864091559370529;0.2875536480686695
optimalAlignmentNormalized;0.7;699;1.271481139914163E7;7.336194563662374;26.875536480686694;0.05007153075822604;0.9113018597997139;699;1.5757054619456366E7;6.015736766809728;19.390557939914164;0.04864091559370529;0.3218884120171674
cosineTwoShingleNormalizedNormalizedTermFrequency;0.7;616;913104.0048701299;7.125;23.444805194805195;0.07954545454545454;0.5876623376623377;692;978363.8757225433;6.059248554913295;19.434971098265898;0.06358381502890173;0.27890173410404623
fourGramOverlapNormalizedPadding;0.7;665;727672.1894736842;7.944360902255639;26.05563909774436;0.17142857142857143;0.24360902255639097;699;858125.6566523606;6.197424892703863;19.34763948497854;0.09155937052932761;0.1402002861230329
twoGramDice;0.6;699;450374.2417739628;7.962804005722461;26.78969957081545;0.13590844062947066;0.28469241773962806;699;601983.1287553648;6.218884120171674;19.34334763948498;0.09585121602288985;0.11874105865522175
fourGramOverlap;0.4;674;572453.5296735906;8.054896142433234;26.347181008902076;0.24183976261127596;0.1884272997032641;699;712455.1673819743;6.207439198855508;19.298998569384835;0.1402002861230329;0.1301859799713877
fiveGramDiceNormalizedPadding;0.6;658;746997.9407294833;7.694528875379939;25.89209726443769;0.09422492401215805;0.4817629179331307;697;882307.9182209469;6.164992826398852;19.38880918220947;0.06886657101865136;0.1793400286944046
fiveGramOverlapNormalized;0.4;658;726466.8130699088;7.993920972644377;25.767477203647417;0.2188449848024316;0.182370820668693;697;866542.7001434721;6.18364418938307;19.311334289813487;0.14634146341463414;0.1606886657101865
winnowingFourGramOverlapNormalized;0.3;665;499574.584962406;8.001503759398496;26.009022556390978;0.21804511278195488;0.18646616541353384;699;661973.6108726752;6.161659513590844;19.271816881258943;0.16738197424892703;0.1759656652360515
winnowingTwoGramJaccard;0.7;699;357883.886981402;7.459227467811159;26.86266094420601;0.06294706723891273;0.7882689556509299;699;523547.4291845494;6.0844062947067235;19.38769670958512;0.05150214592274678;0.2532188841201717
threeGramDiceNormalizedPadding;0.9;679;701604.7201767305;6.917525773195877;26.531664212076585;0.027982326951399118;1.3225331369661266;699;825441.9885550786;5.815450643776824;19.40629470672389;0.032904148783977114;0.5221745350500715
fiveGramDiceNormalizedPadding;0.9;658;748663.2841945288;6.6626139817629175;25.969604863221885;0.016717325227963525;1.513677811550152;697;877827.7804878049;5.744619799139167;19.42754662840746;0.03012912482065997;0.599713055954089
manhattanTokenNormalized;0.8;699;465486.2646638054;7.354792560801145;26.869814020028613;0.055793991416309016;0.8927038626609443;699;461654.5879828326;5.931330472103005;19.399141630901287;0.04005722460658083;0.4062947067238913
threeShingleJaccardNormalized;0.4;538;829002.0;6.674721189591078;19.9182156133829;0.08178438661710037;0.4721189591078067;667;899436.7076461769;5.680659670164918;16.632683658170915;0.05847076461769116;0.2518740629685157
manhattanTwoGramNormalized;0.7;697;885181.3285509326;7.69583931133429;26.91822094691535;0.08034433285509325;0.5710186513629842;699;958743.1072961374;6.13447782546495;19.376251788268956;0.06294706723891273;0.20314735336194564
cosineFiveGramNormalizedNormalizedTermFrequency;0.4;658;1294196.4574468085;7.974164133738602;25.837386018237083;0.14893617021276595;0.20212765957446807;697;1328509.087517934;6.248206599713056;19.36441893830703;0.09325681492109039;0.09612625538020086
threeGramJaccardNormalizedPadding;0.9;679;785192.4035346097;6.524300441826215;26.540500736377027;0.01914580265095729;1.7157584683357878;699;878737.9613733905;5.632331902718168;19.414878397711014;0.024320457796852647;0.7052932761087267
cosineThreeShingleNormalizedTermFrequency;0.8;538;939593.4275092937;6.204460966542751;19.96468401486989;0.03531598513011153;0.9423791821561338;667;985297.0179910045;5.48575712143928;16.652173913043477;0.038980509745127435;0.44677661169415295
cosineTwoGramNormalizedTermFrequency;0.4;697;917105.6025824964;8.061692969870876;26.769010043041607;0.22955523672883787;0.20516499282639886;699;979725.3361945637;6.224606580829756;19.311874105865524;0.12732474964234622;0.11301859799713877
winnowingFourGramOverlap;0.8;674;315239.1839762611;7.894658753709199;26.38872403560831;0.20029673590504452;0.3486646884272997;699;500970.5321888412;6.133047210300429;19.34191702432046;0.09728183118741059;0.20457796852646637
winnowingThreeGramOverlapNormalized;0.7;679;513870.89248895436;7.960235640648012;26.35640648011782;0.203240058910162;0.27982326951399117;699;681563.2975679542;6.148783977110157;19.317596566523605;0.12160228898426323;0.1888412017167382
winnowingThreeGramLongestCommonSubsequenceNormalized;0.7;679;1108235.0780559646;7.254786450662739;26.51693667157585;0.042709867452135494;0.9852724594992637;699;2894976.547925608;5.998569384835479;19.393419170243206;0.045779685264663805;0.33905579399141633
tokenJaccard;0.4;699;192058.2460658083;7.814020028612303;26.814020028612305;0.11158798283261803;0.4334763948497854;699;240731.4034334764;6.113018597997139;19.376251788268956;0.06294706723891273;0.2246065808297568
twoShingleJaccardNormalized;0.3;616;807377.5714285715;7.412337662337662;23.399350649350648;0.125;0.3003246753246753;692;892738.3121387283;6.1893063583815024;19.420520231213874;0.07803468208092486;0.14884393063583815
twoGramJaccardNormalized;0.9;697;662340.4418938307;6.777618364418938;26.97274031563845;0.02582496413199426;1.4892395982783357;699;783237.4907010015;5.74964234620887;19.412017167381975;0.027181688125894134;0.5879828326180258
threeShingleDiceNormalized;0.8;538;811553.8513011152;6.174721189591078;19.96840148698885;0.031598513011152414;0.9721189591078067;667;881306.832083958;5.454272863568216;16.65817091454273;0.03298350824587706;0.4782608695652174
winnowingThreeGramLongestCommonSubsequence;0.3;686;1072663.2886297377;7.937317784256559;26.55393586005831;0.119533527696793;0.30174927113702626;699;4312144.327610873;6.214592274678112;19.34620886981402;0.09298998569384835;0.12303290414878398
winnowingTwoGramOptimalAlignment;0.5;699;2799569.087267525;7.702432045779685;26.839771101573678;0.08583690987124463;0.5450643776824035;699;8069749.972818312;6.141630901287554;19.379113018597998;0.060085836909871244;0.19599427753934193
fourGramDiceNormalized;0.7;665;707434.4406015037;7.56390977443609;26.15639097744361;0.07067669172932331;0.6240601503759399;699;849945.8454935623;6.115879828326181;19.379113018597998;0.060085836909871244;0.2217453505007153
cosineThreeGramNormalizedBool;0.4;679;1165148.8600883652;8.089837997054492;26.40500736377025;0.15463917525773196;0.15022091310751104;699;1171134.0042918455;6.241773962804006;19.336194563662374;0.10300429184549356;0.09585121602288985
cosineTwoGramNormalizedBool;0.3;697;917880.474892396;8.107604017216643;26.754662840746054;0.24390243902439024;0.15925394548063126;699;983305.13018598;6.216022889842632;19.29184549356223;0.1473533619456366;0.12160228898426323
tokenJaccardNormalized;0.7;670;835544.076119403;7.298507462686567;26.46716417910448;0.03731343283582089;0.9447761194029851;699;907492.407725322;5.988555078683834;19.38769670958512;0.05150214592274678;0.3490701001430615
winnowingThreeGramOverlapNormalized;0.4;679;519197.9882179676;8.039764359351988;26.31958762886598;0.24005891016200295;0.20029455081001474;699;678780.9227467811;6.165951359084406;19.280400572246066;0.15879828326180256;0.17167381974248927
threeGramOverlapNormalized;0.4;679;696460.9189985272;8.041237113402062;26.30780559646539;0.25184094256259204;0.19882179675994108;699;819215.8326180257;6.178826895565093;19.276108726752504;0.1630901287553648;0.15879828326180256
winnowingTwoGramOptimalAlignment;0.3;699;2810307.3948497856;7.949928469241774;26.80829756795422;0.11731044349070101;0.29756795422031473;699;8087210.313304721;6.210300429184549;19.354792560801144;0.0844062947067239;0.12732474964234622
tokenJaccard;0.3;699;192683.39341917026;7.939914163090129;26.783977110157366;0.14163090128755365;0.30758226037195996;699;242056.1773962804;6.163090128755365;19.367668097281832;0.0715307582260372;0.17453505007153075
winnowingThreeGramLongestCommonSubsequenceNormalized;0.6;679;1106832.23269514;7.500736377025037;26.50515463917526;0.054491899852724596;0.7393225331369662;699;2898325.915593705;6.080114449213162;19.38483547925608;0.05436337625178827;0.2575107296137339
twoShingleJaccardNormalized;0.5;617;803454.7001620745;7.137763371150729;23.40842787682334;0.07779578606158834;0.5623987034035657;692;887328.25;6.08092485549133;19.430635838150287;0.06791907514450866;0.25722543352601157
tokenOverlap;0.6;699;178696.08583690986;7.968526466380544;26.738197424892704;0.18741058655221746;0.27896995708154504;699;232172.1573676681;6.160228898426324;19.340486409155936;0.09871244635193133;0.17739628040057226
winnowingFiveGramDiceNormalized;0.3;658;493168.3130699088;7.943768996960486;25.840425531914892;0.1458966565349544;0.23252279635258358;697;653862.3400286944;6.233859397417503;19.36441893830703;0.09325681492109039;0.11047345767575323
winnowingFiveGramLongestCommonSubsequenceNormalized;0.3;658;734452.4270516718;7.829787234042553;25.876899696048632;0.1094224924012158;0.3465045592705167;697;1810616.3357245338;6.200860832137733;19.37589670014347;0.08177905308464849;0.14347202295552366
threeGramDiceNormalizedPadding;0.4;679;710939.0162002946;8.047128129602356;26.410898379970543;0.1487481590574374;0.19293078055964655;699;832412.7453505007;6.2331902718168815;19.339055793991417;0.10014306151645208;0.1044349070100143
threeGramJaccardNormalized;0.3;679;767308.736377025;7.989690721649485;26.42120765832106;0.13843888070692195;0.2503681885125184;699;877286.4978540773;6.218884120171674;19.344778254649498;0.0944206008583691;0.11874105865522175
winnowingFiveGramLongestCommonSubsequence;0.8;665;599846.8887218045;6.851127819548872;26.276691729323307;0.02857142857142857;1.348872180451128;699;2449662.276108727;5.809728183118741;19.40772532188841;0.031473533619456366;0.5278969957081545
cosineTwoGramNormalizedTermFrequency;0.8;697;906460.1492109039;7.807747489239598;26.883787661406025;0.11477761836441894;0.45911047345767575;699;979637.4220314735;6.165951359084406;19.361945636623748;0.07725321888412018;0.17167381974248927
winnowingFiveGramLongestCommonSubsequenceNormalized;0.5;658;734080.2401215805;7.577507598784194;25.908814589665653;0.07750759878419453;0.5987841945288754;697;1811196.3199426113;6.131994261119082;19.390243902439025;0.06743185078909612;0.21233859397417504
cosineThreeGramNormalizedNormalizedTermFrequency;0.4;679;1164003.1811487481;8.088365243004418;26.391752577319586;0.16789396170839468;0.15169366715758467;699;1176541.6995708155;6.243204577968527;19.333333333333332;0.10586552217453506;0.0944206008583691
damerauLevenshteinNormalized;0.8;699;1.6883013912732475E7;7.034334763948498;26.889842632331902;0.0357653791130186;1.2131616595135908;699;2.5780850284692418E7;5.891273247496423;19.40343347639485;0.0357653791130186;0.44635193133047213
winnowingFourGramJaccardNormalized;0.4;665;511699.54887218046;7.724812030075188;26.126315789473683;0.10075187969924812;0.4631578947368421;699;672122.8683834049;6.168812589413448;19.36623748211731;0.07296137339055794;0.1688125894134478
threeShingleJaccard;0.4;528;414257.7064393939;6.356060606060606;18.954545454545453;0.0625;0.5378787878787878;615;488110.30894308945;5.48130081300813;16.505691056910567;0.04878048780487805;0.408130081300813
threeGramOverlapNormalized;0.7;679;695377.0265095729;7.986745213549337;26.346097201767304;0.21354933726067746;0.2533136966126657;699;817120.3748211731;6.171673819742489;19.311874105865524;0.12732474964234622;0.1659513590844063
damerauLevenshtein;0.8;699;1.688930756795422E7;7.017167381974249;26.889842632331902;0.0357653791130186;1.2303290414878398;699;3.0296952037195995E7;5.84549356223176;19.40629470672389;0.032904148783977114;0.49213161659513593
tokenJaccard;0.7;699;190663.82832618026;7.227467811158799;26.876967095851217;0.04864091559370529;1.0200286123032904;699;237947.93705293277;5.838340486409156;19.409155937052933;0.030042918454935622;0.49928469241773965
winnowingThreeGramJaccardNormalized;0.9;679;527736.1075110456;6.4698085419734905;26.53755522827688;0.022091310751104567;1.7702503681885124;699;687474.8998569385;5.619456366237482;19.416309012875537;0.022889842632331903;0.7181688125894135
winnowingTwoGramJaccard;0.4;699;360992.8969957082;7.952789699570816;26.793991416309012;0.13161659513590845;0.2947067238912732;699;533265.6380543634;6.228898426323319;19.34763948497854;0.09155937052932761;0.10872675250357654
cosineFiveGramNormalizedNormalizedTermFrequency;0.9;658;1278551.70668693;6.764437689969605;25.965045592705167;0.02127659574468085;1.411854103343465;697;1311623.0860832138;5.78909612625538;19.423242467718794;0.03443328550932568;0.5552367288378766
winnowingFourGramJaccardNormalized;0.8;665;515097.4045112782;6.768421052631579;26.203007518796994;0.02406015037593985;1.4195488721804512;699;669359.3319027182;5.7739628040057225;19.40486409155937;0.034334763948497854;0.5636623748211731
winnowingThreeGramDice;0.4;686;330224.2419825073;8.034985422740524;26.518950437317784;0.15451895043731778;0.20408163265306123;699;513984.5278969957;6.246065808297568;19.34191702432046;0.09728183118741059;0.09155937052932761
threeShingleOverlapNormalized;0.9;538;803461.529739777;6.477695167286245;19.86802973977695;0.13197026022304834;0.6691449814126395;667;882160.5472263868;5.425787106446776;16.610194902548727;0.08095952023988005;0.5067466266866567
winnowingFourGramDice;0.3;674;315548.4821958457;8.0459940652819;26.42433234421365;0.16468842729970326;0.19732937685459942;699;501511.3934191702;6.254649499284692;19.336194563662374;0.10300429184549356;0.08297567954220315
winnowingThreeGramDice;0.3;686;331296.08017492713;8.071428571428571;26.49271137026239;0.18075801749271136;0.16763848396501457;699;508022.4406294707;6.25035765379113;19.330472103004293;0.10872675250357654;0.08726752503576538
winnowingFiveGramOverlap;0.7;665;307691.93834586465;7.878195488721804;26.10375939849624;0.20150375939849624;0.3218045112781955;699;504414.556509299;6.164520743919885;19.334763948497855;0.1044349070100143;0.17310443490701002
fourGramDiceNormalizedPadding;0.8;665;724625.6390977444;7.258646616541354;26.18796992481203;0.039097744360902256;0.9293233082706767;699;853436.9957081545;6.007153075822604;19.38769670958512;0.05150214592274678;0.33047210300429186
cosineThreeShingleNormalizedNormalizedTermFrequency;0.5;538;939461.1040892194;6.827137546468402;19.881040892193308;0.11895910780669144;0.31970260223048325;667;1024287.2173913043;5.746626686656672;16.62968515742129;0.06146926536731634;0.18590704647676162
winnowingTwoGramLongestCommonSubsequence;0.4;699;1871680.356223176;7.86552217453505;26.819742489270386;0.10586552217453506;0.38197424892703863;699;5430747.048640915;6.197424892703863;19.357653791130186;0.0815450643776824;0.1402002861230329
manhattanFiveGramNormalized;0.5;658;1260414.5623100305;7.803951367781155;25.88145896656535;0.10486322188449848;0.3723404255319149;697;1299872.9913916786;6.193687230989957;19.384505021520802;0.07317073170731707;0.15064562410329985
winnowingThreeGramJaccardNormalized;0.3;679;530636.1870397644;7.9499263622974965;26.432989690721648;0.12665684830633284;0.29013254786450665;699;688171.5808297568;6.218884120171674;19.354792560801144;0.0844062947067239;0.11874105865522175
levenshtein;0.8;699;4014430.590844063;7.014306151645208;26.889842632331902;0.0357653791130186;1.2331902718168812;699;1.1393496815450644E7;5.84549356223176;19.40629470672389;0.032904148783977114;0.49213161659513593
fiveGramOverlapNormalizedPadding;0.7;658;745376.5075987842;7.8936170212765955;25.822188449848024;0.1641337386018237;0.2826747720364742;697;885678.824964132;6.186513629842181;19.370157819225252;0.08751793400286945;0.15781922525107603
manhattanFiveGramNormalized;0.6;658;1250061.1094224923;7.683890577507599;25.89969604863222;0.08662613981762918;0.49240121580547114;697;1291339.974175036;6.164992826398852;19.38880918220947;0.06886657101865136;0.1793400286944046
threeGramOverlap;0.6;686;533449.9664723033;8.033527696793003;26.441690962099127;0.23177842565597667;0.2055393586005831;699;678452.5407725322;6.198855507868384;19.310443490701;0.12875536480686695;0.13876967095851217
winnowingFourGramOverlapNormalized;0.5;665;499299.7864661654;7.980451127819549;26.025563909774437;0.20150375939849624;0.2075187969924812;699;658152.356223176;6.15450643776824;19.296137339055793;0.1430615164520744;0.18311874105865522
winnowingTwoGramDiceNormalized;0.4;697;517018.17216642754;8.080344332855093;26.81635581061693;0.18220946915351507;0.18651362984218078;699;679961.0271816881;6.237482117310443;19.326180257510728;0.11301859799713877;0.10014306151645208
cosineThreeGramNormalizedTermFrequency;0.4;679;1166369.997054492;8.06921944035346;26.390279823269513;0.16936671575846834;0.17083946980854198;699;1168579.200286123;6.2260371959942775;19.321888412017167;0.11731044349070101;0.11158798283261803
winnowingTwoGramJaccardNormalized;0.3;697;548474.8766140603;8.053084648493543;26.839311334289814;0.15925394548063126;0.21377331420373027;699;702040.7153075823;6.234620886981402;19.337625178826894;0.10157367668097282;0.10300429184549356
threeShingleOverlapNormalized;0.6;539;805810.3098330242;6.890538033395177;19.816326530612244;0.14656771799628943;0.24304267161410018;667;895880.9325337331;5.703148425787107;16.5952023988006;0.095952023988006;0.22938530734632684
twoGramJaccardNormalized;0.4;697;667395.3758967002;7.989956958393114;26.850789096126256;0.14777618364418937;0.2769010043041607;699;790157.4663805437;6.216022889842632;19.34191702432046;0.09728183118741059;0.12160228898426323
twoGramJaccardNormalizedPadding;0.6;697;672781.7259684361;7.7503586800573885;26.903873744619798;0.09469153515064563;0.5164992826398852;699;799277.6380543634;6.157367668097282;19.373390557939913;0.06580829756795423;0.18025751072961374
winnowingFiveGramOverlap;0.9;665;305639.7293233083;7.625563909774436;26.133834586466165;0.17142857142857143;0.5744360902255639;699;506426.017167382;5.982832618025751;19.354792560801144;0.0844062947067239;0.3547925608011445
winnowingFiveGramOverlapNormalized;0.5;658;491701.32218844985;7.945288753799392;25.78419452887538;0.20212765957446807;0.23100303951367782;697;654069.9928263988;6.187948350071736;19.332855093256814;0.12482065997130559;0.1563845050215208
fourGramOverlapNormalized;0.7;665;715810.3563909774;7.91578947368421;26.022556390977442;0.20451127819548873;0.2721804511278195;699;850774.4291845494;6.150214592274678;19.316165951359086;0.12303290414878398;0.18741058655221746
twoGramDiceNormalizedPadding;0.9;697;621047.9225251076;7.149210903873745;26.959827833572454;0.03873744619799139;1.1176470588235294;699;759789.7453505007;5.927038626609442;19.394849785407725;0.044349070100143065;0.4105865522174535
winnowingFourGramLongestCommonSubsequenceNormalized;0.8;665;881150.1984962407;6.828571428571428;26.201503759398495;0.02556390977443609;1.3593984962406016;699;1941534.5450643776;5.8111587982832615;19.409155937052933;0.030042918454935622;0.5264663805436338
manhattanTwoGramNormalized;0.6;697;887881.7245337159;7.857962697274032;26.892395982783356;0.10616929698708752;0.40889526542324245;699;965281.8755364807;6.185979971387697;19.36051502145923;0.07868383404864092;0.15164520743919885
winnowingFourGramOverlapNormalized;0.9;665;500953.5187969925;7.586466165413534;26.061654135338348;0.16541353383458646;0.6015037593984962;699;674776.9885550786;5.9599427753934195;19.331902718168813;0.1072961373390558;0.3776824034334764
twoGramJaccard;0.5;699;500927.1344778255;7.8998569384835475;26.812589413447782;0.11301859799713877;0.34763948497854075;699;642952.3977110158;6.198855507868384;19.356223175965667;0.08297567954220315;0.13876967095851217
tokenOverlapNormalized;0.3;670;750307.6;8.059701492537313;26.246268656716417;0.2582089552238806;0.18358208955223881;699;836583.9513590845;6.185979971387697;19.281831187410585;0.15736766809728184;0.15164520743919885
cosineFiveGramNormalizedTermFrequency;0.4;658;1271441.036474164;7.957446808510638;25.83130699088146;0.15501519756838905;0.2188449848024316;697;1318576.467718795;6.239598278335724;19.357245337159252;0.10043041606886657;0.10473457675753228
winnowingTwoGramJaccardNormalized;0.7;697;540035.7661406025;7.476327116212339;26.93687230989957;0.06169296987087518;0.7905308464849354;699;695916.6165951359;6.061516452074392;19.38483547925608;0.05436337625178827;0.2761087267525036
fourGramJaccard;0.9;674;659294.1884272997;6.470326409495549;26.568249258160236;0.020771513353115726;1.7729970326409497;699;782074.9027181688;5.579399141630901;19.416309012875537;0.022889842632331903;0.7582260371959942
cosineTwoGramNormalizedTermFrequency;0.6;697;910611.1391678622;8.011477761836442;26.8077474892396;0.1908177905308465;0.25538020086083213;699;972681.3404864091;6.218884120171674;19.333333333333332;0.10586552217453506;0.11874105865522175
winnowingFiveGramOverlapNormalized;0.3;658;494053.35714285716;7.980243161094225;25.772036474164135;0.21428571428571427;0.196048632218845;697;660337.2510760402;6.196556671449067;19.319942611190818;0.13773314203730272;0.14777618364418937
twoShingleOverlapNormalized;0.8;616;786841.6704545454;7.342532467532467;23.349025974025974;0.17532467532467533;0.37012987012987014;692;882274.4768786128;6.044797687861272;19.398843930635838;0.09971098265895954;0.29335260115606937
twoGramDice;0.8;699;449458.6494992847;7.632331902718168;26.84406294706724;0.0815450643776824;0.6151645207439199;699;600766.2246065808;6.127324749642346;19.376251788268956;0.06294706723891273;0.21030042918454936
cosineThreeShingleNormalizedTermFrequency;0.6;538;940274.3624535316;6.700743494423792;19.91635687732342;0.08364312267657993;0.44609665427509293;667;996594.4152923538;5.68815592203898;16.632683658170915;0.05847076461769116;0.24437781109445278
threeShingleOverlap;0.4;527;399194.21442125237;6.69449715370019;18.920303605313094;0.13282732447817835;0.2125237191650854;615;477842.63089430897;5.645528455284553;16.486178861788616;0.06829268292682927;0.24390243902439024
manhattanThreeShingleNormalized;0.6;538;936700.2286245353;6.635687732342007;19.9275092936803;0.0724907063197026;0.5111524163568774;667;980225.7571214393;5.6656671664167915;16.63718140929535;0.053973013493253376;0.26686656671664166
damerauLevenshteinNormalized;0.7;699;1.6830320283261802E7;7.336194563662374;26.875536480686694;0.05007153075822604;0.9113018597997139;699;2.5672662055793993E7;6.015736766809728;19.390557939914164;0.04864091559370529;0.3218884120171674
winnowingFourGramDice;0.9;674;309920.4821958457;6.833827893175074;26.55786350148368;0.03115727002967359;1.4094955489614243;699;498811.09442060086;5.786838340486409;19.40772532188841;0.031473533619456366;0.5507868383404864
threeShingleDiceNormalized;0.7;538;807513.0446096654;6.444237918215613;19.942379182156134;0.05762081784386617;0.7026022304832714;668;889415.5538922156;5.592814371257485;16.622754491017965;0.04341317365269461;0.33083832335329344
longestCommonSubsequence;0.5;699;7392126.314735336;7.76824034334764;26.822603719599428;0.10300429184549356;0.4792560801144492;699;1.6723350628040057E7;6.167381974248927;19.36480686695279;0.07439198855507868;0.17024320457796852
cosineFourGramNormalizedBool;0.6;665;1234800.6932330828;7.806015037593985;26.126315789473683;0.10075187969924812;0.3819548872180451;699;1257974.330472103;6.185979971387697;19.36623748211731;0.07296137339055794;0.15164520743919885
