metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
twoGramDiceNormalized;0.8;697;615792.3730272597;7.634146341463414;26.926829268292682;0.07173601147776183;0.6327116212338594;699;761548.721030043;6.108726752503577;19.377682403433475;0.06151645207439199;0.22889842632331903
twoGramDiceNormalized;0.5;697;619791.6384505022;8.0545193687231;26.830703012912483;0.1678622668579627;0.21233859397417504;699;791883.9842632331;6.218884120171674;19.32761087267525;0.11158798283261803;0.11874105865522175
winnowingFiveGramDice;0.4;665;311557.82406015036;7.926315789473684;26.169924812030075;0.13533834586466165;0.2736842105263158;699;503160.0414878398;6.2331902718168815;19.344778254649498;0.0944206008583691;0.1044349070100143
threeGramDice;0.6;686;531199.0481049563;7.884839650145772;26.568513119533527;0.10495626822157435;0.35422740524781343;699;699907.3547925608;6.207439198855508;19.36480686695279;0.07439198855507868;0.1301859799713877
manhattanThreeGramNormalized;0.9;679;1129788.6347569956;6.833578792341679;26.536082474226806;0.023564064801178203;1.4064801178203241;699;1143356.5808297568;5.793991416309013;19.409155937052933;0.030042918454935622;0.5436337625178826
fourGramJaccardNormalized;0.9;665;787442.5428571429;6.413533834586466;26.210526315789473;0.016541353383458645;1.7744360902255638;699;928469.6981402003;5.582260371959943;19.416309012875537;0.022889842632331903;0.7553648068669528
cosineThreeGramNormalizedNormalizedTermFrequency;0.7;679;1174120.1649484537;7.787923416789396;26.468335787923415;0.09131075110456553;0.4521354933726068;699;1176183.001430615;6.175965665236052;19.36480686695279;0.07439198855507868;0.16165951359084407
threeGramOverlapNormalizedPadding;0.4;679;717568.0854197349;8.108983799705449;26.34462444771723;0.21502209131075112;0.13107511045655376;699;831992.8011444921;6.2260371959942775;19.30615164520744;0.13304721030042918;0.11158798283261803
winnowingFourGramDiceNormalized;0.7;665;501140.13233082707;7.494736842105263;26.162406015037593;0.06466165413533835;0.6932330827067669;699;666631.0071530758;6.088698140200286;19.376251788268956;0.06294706723891273;0.24892703862660945
threeGramOverlapNormalizedPadding;0.6;679;711913.559646539;8.082474226804123;26.374079528718703;0.18556701030927836;0.15758468335787923;699;828345.791130186;6.227467811158799;19.333333333333332;0.10586552217453506;0.11015736766809728
cosineTokenNormalizedTermFrequency;0.3;699;484769.0400572246;8.074391988555078;26.72532188841202;0.20028612303290416;0.17310443490701002;699;471081.8798283262;6.236051502145923;19.333333333333332;0.10586552217453506;0.10157367668097282
winnowingTwoGramJaccardNormalized;0.8;697;539851.6040172166;7.15351506456241;26.96413199426112;0.03443328550932568;1.1133428981348636;699;693530.5493562232;5.909871244635193;19.397711015736768;0.04148783977110158;0.42775393419170243
winnowingFourGramOptimalAlignment;0.5;674;1028777.3501483679;7.666172106824926;26.508902077151337;0.08011869436201781;0.5771513353115727;699;4393291.8540772535;6.111587982832618;19.379113018597998;0.060085836909871244;0.22603719599427755
threeGramOverlapNormalizedPadding;0.8;679;710759.8733431516;7.9617083946980856;26.38586156111929;0.17378497790868924;0.27835051546391754;699;825660.2675250358;6.180257510729613;19.3519313304721;0.08726752503576538;0.15736766809728184
winnowingThreeGramLongestCommonSubsequenceNormalized;0.9;679;1109883.3711340206;6.543446244477172;26.536082474226806;0.023564064801178203;1.6966126656848306;699;2883850.0314735337;5.629470672389127;19.414878397711014;0.024320457796852647;0.7081545064377682
fiveGramDice;0.6;665;580265.4330827068;7.741353383458646;26.215037593984963;0.09022556390977443;0.45864661654135336;699;734143.4306151646;6.175965665236052;19.369098712446352;0.07010014306151645;0.16165951359084407
threeShingleJaccard;0.8;527;417129.3927893738;5.303605313092979;19.041745730550286;0.011385199240986717;1.603415559772296;615;483132.3804878049;4.982113821138212;16.538211382113822;0.016260162601626018;0.9073170731707317
fiveGramJaccardNormalized;0.5;658;807436.3617021276;7.583586626139818;25.911854103343465;0.07446808510638298;0.5927051671732523;697;930980.1133428981;6.130559540889527;19.39454806312769;0.06312769010043041;0.21377331420373027
threeGramDice;0.8;686;529335.2973760933;7.478134110787172;26.620991253644316;0.052478134110787174;0.760932944606414;699;663439.2045779686;6.055793991416309;19.38483547925608;0.05436337625178827;0.28183118741058655
optimalAlignmentNormalized;0.6;699;1.2742251098712446E7;7.595135908440629;26.851216022889844;0.07439198855507868;0.6523605150214592;699;1.5689164113018598E7;6.101573676680973;19.380543633762517;0.058655221745350504;0.23605150214592274
fiveGramDiceNormalizedPadding;0.7;658;740896.8525835866;7.481762917933131;25.927051671732524;0.05927051671732523;0.6945288753799392;697;878425.3328550933;6.097560975609756;19.401721664275467;0.05595408895265423;0.2467718794835007
winnowingTwoGramOverlapNormalized;0.7;697;524105.5480631277;7.9655667144906745;26.727403156384504;0.27116212338593976;0.3012912482065997;699;704675.7381974249;6.168812589413448;19.297567954220316;0.14163090128755365;0.1688125894134478
twoGramOverlapNormalized;0.9;697;619039.7130559541;7.880918220946915;26.76183644189383;0.23672883787661406;0.38593974175035867;699;749657.6452074392;6.121602288984263;19.326180257510728;0.11301859799713877;0.21602288984263232
cosineTwoShingleNormalizedTermFrequency;0.4;617;913286.2528363047;7.489465153970826;23.351701782820097;0.13452188006482982;0.2106969205834684;692;976001.6141618497;6.21242774566474;19.41329479768786;0.08526011560693642;0.12572254335260116
tokenDice;0.6;699;177395.71244635194;7.779685264663805;26.824034334763947;0.10157367668097282;0.4678111587982833;699;229348.2632331903;6.090128755364807;19.379113018597998;0.060085836909871244;0.2474964234620887
winnowingThreeGramJaccardNormalized;0.7;679;531871.528718704;7.257731958762887;26.519882179675996;0.039764359351988215;0.9823269513991163;699;687050.191702432;5.982832618025751;19.391988555078683;0.04721030042918455;0.3547925608011445
damerauLevenshtein;0.9;699;1.6358531357653791E7;6.65379113018598;26.896995708154506;0.02861230329041488;1.5937052932761087;699;3.0112623386266094E7;5.639484978540772;19.414878397711014;0.024320457796852647;0.698140200286123
cosineTwoShingleNormalizedTermFrequency;0.3;616;913981.1525974026;7.5519480519480515;23.37987012987013;0.1444805194805195;0.16071428571428573;692;973636.3540462428;6.23121387283237;19.398843930635838;0.09971098265895954;0.1069364161849711
winnowingThreeGramOptimalAlignment;0.9;686;1493219.2900874636;6.529154518950437;26.651603498542276;0.021865889212827987;1.7099125364431487;699;5270066.067238913;5.587982832618025;19.417739628040056;0.02145922746781116;0.7496423462088698
winnowingTwoGramJaccard;0.3;699;362515.017167382;8.028612303290416;26.75250357653791;0.17310443490701002;0.21888412017167383;699;529475.5636623749;6.243204577968527;19.334763948497855;0.1044349070100143;0.0944206008583691
winnowingTwoGramOptimalAlignmentNormalized;0.8;697;2387271.2826398853;6.979913916786226;26.96413199426112;0.03443328550932568;1.2869440459110473;699;5018788.646638054;5.842632331902718;19.40772532188841;0.031473533619456366;0.4949928469241774
winnowingFiveGramLongestCommonSubsequence;0.9;665;593747.0421052632;6.451127819548872;26.282706766917293;0.022556390977443608;1.7488721804511278;699;2449423.4721030043;5.583690987124464;19.41917024320458;0.020028612303290415;0.753934191702432
twoShingleJaccard;0.6;596;401375.0939597315;6.676174496644295;22.875838926174495;0.04697986577181208;0.9278523489932886;651;439300.85867895547;5.533026113671275;17.493087557603687;0.03225806451612903;0.5084485407066052
threeShingleDiceNormalized;0.5;538;804958.4572490706;6.778810408921933;19.895910780669144;0.10408921933085502;0.3680297397769517;667;881292.8395802099;5.737631184407796;16.631184407796102;0.05997001499250375;0.19490254872563717
twoShingleDice;0.6;596;382376.5352348993;7.026845637583893;22.845637583892618;0.07718120805369127;0.5771812080536913;651;422458.33794162824;5.706605222734255;17.473118279569892;0.05222734254992319;0.3348694316436252
winnowingThreeGramDiceNormalized;0.5;679;511916.71428571426;7.923416789396171;26.449189985272458;0.11045655375552282;0.3166421207658321;699;675551.3533619456;6.208869814020028;19.356223175965667;0.08297567954220315;0.12875536480686695
twoGramOverlapNormalized;0.4;697;623038.1635581062;8.014347202295552;26.66857962697274;0.3299856527977044;0.25251076040172166;699;795374.8369098712;6.17310443490701;19.25608011444921;0.18311874105865522;0.16452074391988555
winnowingTwoGramDiceNormalized;0.9;697;552620.7733142037;7.0645624103299856;26.968436154949785;0.03012912482065997;1.2022955523672885;699;672567.4120171674;5.889842632331903;19.40200286123033;0.03719599427753934;0.44778254649499283
cosineThreeGramNormalizedNormalizedTermFrequency;0.8;679;1169881.1899852725;7.55081001472754;26.50073637702504;0.05891016200294551;0.6892488954344624;699;1166518.1859799714;6.094420600858369;19.380543633762517;0.058655221745350504;0.24320457796852646
fiveGramOverlap;0.9;665;581799.1804511278;7.630075187969925;26.13233082706767;0.17293233082706766;0.5699248120300752;699;726934.1030042919;5.972818311874106;19.350500715307582;0.08869814020028613;0.3648068669527897
fourGramDiceNormalizedPadding;0.7;665;725185.5112781955;7.5473684210526315;26.15639097744361;0.07067669172932331;0.6406015037593985;699;857511.5422031473;6.115879828326181;19.379113018597998;0.060085836909871244;0.2217453505007153
manhattanThreeShingleNormalized;0.5;538;933342.0539033457;6.773234200743494;19.903345724907062;0.09665427509293681;0.3736059479553903;667;981180.1649175412;5.736131934032984;16.631184407796102;0.05997001499250375;0.19640179910044978
twoGramJaccardNormalized;0.3;697;673719.2022955524;8.068866571018651;26.81922525107604;0.1793400286944046;0.19799139167862267;699;805686.6108726752;6.221745350500715;19.321888412017167;0.11731044349070101;0.11587982832618025
manhattanThreeGramNormalized;0.7;679;1128884.4948453608;7.618556701030927;26.49042709867452;0.06921944035346098;0.6215022091310751;699;1150148.486409156;6.115879828326181;19.379113018597998;0.060085836909871244;0.2217453505007153
winnowingFourGramJaccard;0.7;674;330814.7759643917;7.240356083086054;26.55341246290801;0.03560830860534125;1.002967359050445;699;516129.87267525034;5.9742489270386265;19.391988555078683;0.04721030042918455;0.36337625178826893
fourGramDiceNormalizedPadding;0.5;665;725036.0255639098;7.87218045112782;26.117293233082705;0.10977443609022557;0.3157894736842105;699;855740.1659513591;6.2031473533619454;19.356223175965667;0.08297567954220315;0.13447782546494993
manhattanTwoShingleNormalized;0.5;616;906874.5568181818;7.366883116883117;23.412337662337663;0.11201298701298701;0.3457792207792208;692;993171.5520231214;6.170520231213873;19.42630057803468;0.07225433526011561;0.1676300578034682
twoShingleDiceNormalized;0.6;616;779215.4902597403;7.25;23.433441558441558;0.09090909090909091;0.46266233766233766;692;890122.87716763;6.124277456647399;19.430635838150287;0.06791907514450866;0.2138728323699422
winnowingTwoGramLongestCommonSubsequenceNormalized;0.9;697;1673729.3084648494;6.629842180774749;26.971305595408896;0.027259684361549498;1.637015781922525;699;4316196.21888412;5.663805436337626;19.413447782546495;0.02575107296137339;0.6738197424892703
twoGramDiceNormalizedPadding;0.4;697;634500.0659971306;8.074605451936872;26.800573888091822;0.19799139167862267;0.19225251076040173;699;762211.0114449214;6.23175965665236;19.317596566523605;0.12160228898426323;0.10586552217453506
tokenDiceNormalized;0.6;670;743878.7373134329;7.8373134328358205;26.407462686567165;0.09701492537313433;0.4059701492537313;699;832284.2918454936;6.177396280400572;19.363376251788267;0.07582260371959942;0.16022889842632332
twoShingleOverlapNormalized;0.3;616;788378.0714285715;7.548701298701299;23.32792207792208;0.19642857142857142;0.16396103896103897;692;881799.9234104046;6.192196531791907;19.362716763005782;0.13583815028901733;0.14595375722543352
fourGramDice;0.6;674;563332.8709198813;7.821958456973293;26.49406528189911;0.09495548961424333;0.42136498516320475;699;708961.816881259;6.1888412017167385;19.367668097281832;0.0715307582260372;0.14878397711015737
winnowingFourGramJaccard;0.9;674;327499.58605341247;6.445103857566766;26.566765578635014;0.02225519287833828;1.7982195845697329;699;509617.7796852647;5.589413447782547;19.417739628040056;0.02145922746781116;0.748211731044349
cosineThreeShingleNormalizedNormalizedTermFrequency;0.3;538;941405.3215613383;6.9869888475836435;19.86802973977695;0.13197026022304834;0.15985130111524162;667;987104.592203898;5.818590704647677;16.614692653673163;0.07646176911544228;0.11394302848575712
winnowingTwoGramOptimalAlignmentNormalized;0.4;697;2398465.6040172167;7.862266857962697;26.896700143472025;0.10186513629842181;0.40459110473457677;699;5001816.274678112;6.174535050071531;19.36480686695279;0.07439198855507868;0.1630901287553648
fourGramJaccardNormalized;0.6;665;789468.2511278195;7.4451127819548875;26.17142857142857;0.055639097744360905;0.7428571428571429;699;903417.2160228898;6.064377682403434;19.38340486409156;0.055793991416309016;0.2732474964234621
cosineTokenNormalizedNormalizedTermFrequency;0.7;699;471252.17596566526;7.7668097281831185;26.82117310443491;0.1044349070100143;0.48068669527896996;699;465592.477825465;6.103004291845494;19.373390557939913;0.06580829756795423;0.23462088698140202
winnowingFourGramOptimalAlignmentNormalized;0.9;665;1095906.3293233083;6.407518796992481;26.20751879699248;0.019548872180451128;1.780451127819549;699;2637543.8741058656;5.599427753934192;19.414878397711014;0.024320457796852647;0.7381974248927039
manhattanThreeShingleNormalized;0.9;538;924967.9721189591;5.594795539033457;19.98884758364312;0.011152416356877323;1.5520446096654275;667;980541.0734632683;5.20839580209895;16.668665667166415;0.022488755622188907;0.7241379310344828
fourGramJaccardNormalizedPadding;0.7;665;815044.1969924812;7.168421052631579;26.193984962406017;0.03308270676691729;1.019548872180451;699;926454.6065808297;5.969957081545064;19.391988555078683;0.04721030042918455;0.3676680972818312
winnowingFourGramDiceNormalized;0.9;665;494486.44661654136;6.702255639097745;26.203007518796994;0.02406015037593985;1.4857142857142858;699;656150.4678111587;5.746781115879829;19.40772532188841;0.031473533619456366;0.5908440629470673
twoGramOverlapNormalizedPadding;0.9;697;627057.756097561;7.925394548063128;26.827833572453372;0.17073170731707318;0.34146341463414637;699;767708.5450643777;6.148783977110157;19.34763948497854;0.09155937052932761;0.1888412017167382
winnowingFourGramOverlap;0.3;674;326409.81008902076;8.035608308605342;26.326409495548962;0.2626112759643917;0.20771513353115728;699;502138.2832618026;6.197424892703863;19.28755364806867;0.15164520743919885;0.1402002861230329
cosineThreeShingleNormalizedBool;0.8;538;944993.5669144981;6.197026022304833;19.966542750929367;0.03345724907063197;0.949814126394052;667;983713.9805097451;5.460269865067466;16.656671664167916;0.034482758620689655;0.47226386806596704
twoGramDiceNormalizedPadding;0.8;697;620224.5480631277;7.615494978479196;26.926829268292682;0.07173601147776183;0.6513629842180775;699;763533.4134477825;6.1072961373390555;19.379113018597998;0.060085836909871244;0.23032904148783978
damerauLevenshtein;0.4;699;1.6825269011444923E7;7.896995708154506;26.818311874105866;0.1072961373390558;0.35050071530758226;699;2.9973686628040057E7;6.201716738197425;19.357653791130186;0.0815450643776824;0.13590844062947066
winnowingThreeGramLongestCommonSubsequence;0.9;686;1102886.2142857143;6.558309037900875;26.651603498542276;0.021865889212827987;1.6807580174927115;699;4302373.416309013;5.612303290414879;19.417739628040056;0.02145922746781116;0.7253218884120172
twoShingleOverlap;0.3;596;390642.4765100671;7.441275167785235;22.768456375838927;0.15436241610738255;0.16275167785234898;651;429964.63440860214;5.897081413210445;17.431643625192013;0.09370199692780339;0.1443932411674347
cosineFiveGramNormalizedBool;0.6;658;1279991.7978723405;7.746200607902735;25.88905775075988;0.0972644376899696;0.43009118541033436;697;1320090.5208034434;6.179340028694405;19.384505021520802;0.07317073170731707;0.1649928263988522
